Song,Artist,Date,Streams,Rank,Country
NO HOOK NO HOES (feat. Yung Hurn) - Prod. Pretty Scream,Boulevard Depo,2020-07-19,"1,891",165,Ukraine
Худший Друг,Markul,2020-07-19,"1,886",166,Ukraine
everything i wanted,Billie Eilish,2020-07-19,"1,882",167,Ukraine
Money long,kizaru,2020-07-19,"1,880",168,Ukraine
ПОСОСИ,MORGENSHTERN,2020-07-19,"1,876",169,Ukraine
Монетка,LSP,2020-07-19,"1,871",170,Ukraine
Плачу на техно,"Cream Soda, HLEB",2020-07-19,"1,868",171,Ukraine
молчи,кис-кис,2020-07-19,"1,867",172,Ukraine
Жалі,"Jamala, alyona alyona",2020-07-19,"1,845",173,Ukraine
After Party,Don Toliver,2020-07-19,"1,844",174,Ukraine
Каждый день,lil krystalll,2020-07-19,"1,841",175,Ukraine
Brooklyn,"Miyagi & Andy Panda, TumaniYO",2020-07-19,"1,835",176,Ukraine
Дим,Vremya i Steklo,2020-07-19,"1,834",177,Ukraine
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",2020-07-19,"1,820",178,Ukraine
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,2020-07-19,"1,802",179,Ukraine
Say No Mo,kizaru,2020-07-19,"1,798",180,Ukraine
2 минуты,Markul,2020-07-19,"1,792",181,Ukraine
Hate The Other Side (with Marshmello & The Kid Laroi),"Juice WRLD, Polo G",2020-07-19,"1,782",182,Ukraine
Señorita,"Shawn Mendes, Camila Cabello",2020-07-19,"1,778",183,Ukraine
P2,Lil Uzi Vert,2020-07-19,"1,776",184,Ukraine
Животные,Scriptonite,2020-07-19,"1,755",185,Ukraine
Серпантин,ATL,2020-07-19,"1,755",186,Ukraine
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,2020-07-19,"1,746",187,Ukraine
Оптимист,Max Korzh,2020-07-19,"1,739",188,Ukraine
Numb,Linkin Park,2020-07-19,"1,738",189,Ukraine
Любимка,NILETTO,2020-07-19,"1,732",190,Ukraine
Стресс,"SALUKI, LSP",2020-07-19,"1,727",191,Ukraine
X2 - Prod. Gredy,Boulevard Depo,2020-07-19,"1,719",192,Ukraine
I Want You,"MARUV, Boosin",2020-07-19,"1,691",193,Ukraine
Номера,LSP,2020-07-19,"1,690",194,Ukraine
Deep End,"kizaru, Smokepurpp",2020-07-19,"1,685",195,Ukraine
Papi,"T-Fest, Michelle Andrade",2020-07-19,"1,684",196,Ukraine
GREECE (feat. Drake),DJ Khaled,2020-07-19,"1,682",197,Ukraine
Infinite Tsukuyomi,ROCKET,2020-07-19,"1,680",198,Ukraine
Зацепила,VERBEE,2020-07-19,"1,677",199,Ukraine
Веселей,Scriptonite,2020-07-19,"1,674",200,Ukraine
Blinding Lights,The Weeknd,2020-07-18,"13,635",1,Ukraine
Cadillac,"MORGENSHTERN, Eldzhey",2020-07-18,"12,034",2,Ukraine
ROCKSTAR (feat. Roddy Ricch),DaBaby,2020-07-18,"9,921",3,Ukraine
POPSTAR (feat. Drake),DJ Khaled,2020-07-18,"7,461",4,Ukraine
Yamakasi,Miyagi & Andy Panda,2020-07-18,"7,406",5,Ukraine
Minor,Miyagi & Andy Panda,2020-07-18,"7,028",6,Ukraine
Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",2020-07-18,"6,861",7,Ukraine
X.O,"The Limba, Andro",2020-07-18,"6,842",8,Ukraine
Watermelon Sugar,Harry Styles,2020-07-18,"6,399",9,Ukraine
Дежавю,kizaru,2020-07-18,"6,335",10,Ukraine
ily (i love you baby) (feat. Emilee),Surf Mesa,2020-07-18,"6,243",11,Ukraine
How You Like That,BLACKPINK,2020-07-18,"6,221",12,Ukraine
Come & Go (with Marshmello),Juice WRLD,2020-07-18,"6,165",13,Ukraine
Breaking Me,"Topic, A7S",2020-07-18,"5,968",14,Ukraine
Roses - Imanbek Remix,SAINt JHN,2020-07-18,"5,812",15,Ukraine
Поболело и прошло,HENSY,2020-07-18,"5,574",16,Ukraine
Fendi,Rakhim,2020-07-18,"5,551",17,Ukraine
Toosie Slide,Drake,2020-07-18,"5,286",18,Ukraine
Там ревели горы,Miyagi & Andy Panda,2020-07-18,"5,144",19,Ukraine
Atlant,Miyagi & Andy Panda,2020-07-18,"5,045",20,Ukraine
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",2020-07-18,"4,918",21,Ukraine
Kings & Queens,Ava Max,2020-07-18,"4,885",22,Ukraine
Utopia,Miyagi & Andy Panda,2020-07-18,"4,749",23,Ukraine
Wishing Well,Juice WRLD,2020-07-18,"4,742",24,Ukraine
ВЕЧЕРиНОЧКА,"MONATIK, Vera Brezhneva",2020-07-18,"4,731",25,Ukraine
Honey's Kettle,"kizaru, HoodRich Pablo Juan",2020-07-18,"4,664",26,Ukraine
Friendly Fire - Prod. Avepack,Boulevard Depo,2020-07-18,"4,548",27,Ukraine
Tantra,Miyagi & Andy Panda,2020-07-18,"4,531",28,Ukraine
Blueberry Faygo,Lil Mosey,2020-07-18,"4,433",29,Ukraine
Last Dance,Vremya i Steklo,2020-07-18,"4,389",30,Ukraine
HIGHEST IN THE ROOM,Travis Scott,2020-07-18,"4,362",31,Ukraine
Party Girl (Remix),"StaySolidRocky, Lil Uzi Vert",2020-07-18,"4,356",32,Ukraine
SICKO MODE,Travis Scott,2020-07-18,"4,287",33,Ukraine
Москва любит...,Scriptonite,2020-07-18,"4,257",34,Ukraine
Break My Heart,Dua Lipa,2020-07-18,"4,208",35,Ukraine
Психопатия,Miyagi & Andy Panda,2020-07-18,"4,206",36,Ukraine
death bed (coffee for your head),"Powfu, beabadoobee",2020-07-18,"4,174",37,Ukraine
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Tory Lanez, Jack Harlow",2020-07-18,"4,144",38,Ukraine
The Box,Roddy Ricch,2020-07-18,"4,097",39,Ukraine
Lovefool,twocolors,2020-07-18,"4,034",40,Ukraine
Rain On Me (with Ariana Grande),Lady Gaga,2020-07-18,"3,908",41,Ukraine
Колхозник,Mnogoznaal,2020-07-18,"3,900",42,Ukraine
Положение,Scriptonite,2020-07-18,"3,887",43,Ukraine
goosebumps,Travis Scott,2020-07-18,"3,846",44,Ukraine
Мало нам,Miyagi & Andy Panda,2020-07-18,"3,752",45,Ukraine
Medicine,Miyagi & Andy Panda,2020-07-18,"3,611",46,Ukraine
Habits,payton,2020-07-18,"3,605",47,Ukraine
Краш,"Klava Koka, NILETTO",2020-07-18,"3,547",48,Ukraine
MONEY LONG,kizaru,2020-07-18,"3,522",49,Ukraine
Dance Monkey,Tones And I,2020-07-18,"3,515",50,Ukraine
Шантаж,Max Korzh,2020-07-18,"3,512",51,Ukraine
Don't Start Now,Dua Lipa,2020-07-18,"3,453",52,Ukraine
Тихо діти сплять (Tyho Dity Splyat),alyona alyona,2020-07-18,"3,438",53,Ukraine
Малый повзрослел,Max Korzh,2020-07-18,"3,315",54,Ukraine
Новый Мерин,MORGENSHTERN,2020-07-18,"3,282",55,Ukraine
2 типа людей,Max Korzh,2020-07-18,"3,273",56,Ukraine
РАТАТАТАТА,"MORGENSHTERN, Vitya AK",2020-07-18,"3,207",57,Ukraine
Малолетка,Max Korzh,2020-07-18,"3,160",58,Ukraine
In Your Eyes,The Weeknd,2020-07-18,"3,141",59,Ukraine
Gimme The Loot,Big Baby Tape,2020-07-18,"3,130",60,Ukraine
Конфеты,"Markul, Платина",2020-07-18,"3,070",61,Ukraine
Мультибрендовый,"Scriptonite, 104, T-Fest, Niman",2020-07-18,"3,067",62,Ukraine
Say So,Doja Cat,2020-07-18,"3,060",63,Ukraine
Trap Luv,Big Baby Tape,2020-07-18,"3,043",64,Ukraine
Balenciaga,FILV,2020-07-18,"2,989",65,Ukraine
Ламбада,"T-Fest, Scriptonite",2020-07-18,"2,980",66,Ukraine
Сияй,Ramil',2020-07-18,"2,955",67,Ukraine
MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",2020-07-18,"2,942",68,Ukraine
Меня не будет,"ANIKV, SALUKI",2020-07-18,"2,901",69,Ukraine
Малиновый закат,Max Korzh,2020-07-18,"2,877",70,Ukraine
ЮМОРИСТ - Original Motion Picture Soundtrack,FACE,2020-07-18,"2,877",71,Ukraine
bad guy,Billie Eilish,2020-07-18,"2,873",72,Ukraine
Angry toy$ - Prod. Ray Qwa,Boulevard Depo,2020-07-18,"2,863",73,Ukraine
Falling,Trevor Daniel,2020-07-18,"2,838",74,Ukraine
Разнесем,Max Korzh,2020-07-18,"2,798",75,Ukraine
Righteous,Juice WRLD,2020-07-18,"2,735",76,Ukraine
Such a Whore (Stellular Remix),JVLA,2020-07-18,"2,722",77,Ukraine
Choco,HLEB,2020-07-18,"2,692",78,Ukraine
Your eyes tell,BTS,2020-07-18,"2,673",79,Ukraine
Godzilla (feat. Juice WRLD),Eminem,2020-07-18,"2,664",80,Ukraine
Stay Gold,BTS,2020-07-18,"2,628",81,Ukraine
Life Is Good (feat. Drake),Future,2020-07-18,"2,603",82,Ukraine
Life's A Mess (feat. Halsey),Juice WRLD,2020-07-18,"2,597",83,Ukraine
Цепи,"Scriptonite, 104",2020-07-18,"2,596",84,Ukraine
Be Kind (with Halsey),Marshmello,2020-07-18,"2,586",85,Ukraine
Circles,Post Malone,2020-07-18,"2,561",86,Ukraine
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,2020-07-18,"2,559",87,Ukraine
Привычка,"Scriptonite, Andy Panda, 104",2020-07-18,"2,540",88,Ukraine
Рашан моуст уонтэд,kizaru,2020-07-18,"2,519",89,Ukraine
Yung Hefner,MORGENSHTERN,2020-07-18,"2,507",90,Ukraine
Август,Intelligency,2020-07-18,"2,503",91,Ukraine
SAD!,XXXTENTACION,2020-07-18,"2,496",92,Ukraine
ВТОРНИК,GONE.Fludd,2020-07-18,"2,479",93,Ukraine
Kosandra,Miyagi & Andy Panda,2020-07-18,"2,479",94,Ukraine
По секрету,Max Barskih,2020-07-18,"2,471",95,Ukraine
ЧЁРНЫЙ БУМЕР,"DAVA, Seryoga",2020-07-18,"2,463",96,Ukraine
hot girl bummer,blackbear,2020-07-18,"2,455",97,Ukraine
Stunnin' (feat. Harm Franklin),Curtis Waters,2020-07-18,"2,449",98,Ukraine
Серпантин,Markul,2020-07-18,"2,447",99,Ukraine
TKN (feat. Travis Scott),ROSALÍA,2020-07-18,"2,426",100,Ukraine
СИЛЬНО,MONATIK,2020-07-18,"2,422",101,Ukraine
Двигаться,Raim,2020-07-18,"2,401",102,Ukraine
Юность,Dabro,2020-07-18,"2,397",103,Ukraine
Ураган (feat. V $ X V PRiNCE),"GUF, Murovei",2020-07-18,"2,385",104,Ukraine
Believer,Imagine Dragons,2020-07-18,"2,381",105,Ukraine
Грустная Песня (feat. Егор Крид & MORGENSHTERN),"THRILL PILL, Egor Kreed",2020-07-18,"2,379",106,Ukraine
Someone You Loved,Lewis Capaldi,2020-07-18,"2,366",107,Ukraine
Stuck with U (with Justin Bieber),Ariana Grande,2020-07-18,"2,357",108,Ukraine
GOOBA,6ix9ine,2020-07-18,"2,356",109,Ukraine
Я закохався,"HammAli & Navai, Misha Marvin",2020-07-18,"2,340",110,Ukraine
Евгений Онегин,kizaru,2020-07-18,"2,326",111,Ukraine
Supalonely,"BENEE, Gus Dapperton",2020-07-18,"2,321",112,Ukraine
ROXANNE,Arizona Zervas,2020-07-18,"2,310",113,Ukraine
Останься (feat. BMB SpaceKid),FEDUK,2020-07-18,"2,297",114,Ukraine
Горы по колено,Max Korzh,2020-07-18,"2,281",115,Ukraine
Surname (Prod. DJ Tape & Aarne),Big Baby Tape,2020-07-18,"2,279",116,Ukraine
SO WHAT!,jxdn,2020-07-18,"2,273",117,Ukraine
Credo,Zivert,2020-07-18,"2,258",118,Ukraine
Lucid Dreams,Juice WRLD,2020-07-18,"2,253",119,Ukraine
Дорадура,дора,2020-07-18,"2,235",120,Ukraine
Jocelyn Flores,XXXTENTACION,2020-07-18,"2,226",121,Ukraine
Мы открываем бизнес (Skit),SHOOVAL,2020-07-18,"2,204",122,Ukraine
Star Shopping,Lil Peep,2020-07-18,"2,201",123,Ukraine
Инкассатор,ROCKET,2020-07-18,"2,186",124,Ukraine
Без ключа,PHARAOH,2020-07-18,"2,186",125,Ukraine
7 rings,Ariana Grande,2020-07-18,"2,185",126,Ukraine
Hate The Other Side (with Marshmello & The Kid Laroi),"Juice WRLD, Polo G",2020-07-18,"2,183",127,Ukraine
27,FEDUK,2020-07-18,"2,181",128,Ukraine
Бандана,Платина,2020-07-18,"2,179",129,Ukraine
Это любовь,Scriptonite,2020-07-18,"2,178",130,Ukraine
Проснулся В Темноте,GONE.Fludd,2020-07-18,"2,173",131,Ukraine
Ransom,Lil Tecca,2020-07-18,"2,171",132,Ukraine
NBA (Не мешай),"RSAC, ELLA",2020-07-18,"2,171",133,Ukraine
OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott",2020-07-18,"2,141",134,Ukraine
Conversations,Juice WRLD,2020-07-18,"2,132",135,Ukraine
God’s Menu,Stray Kids,2020-07-18,"2,130",136,Ukraine
lovely (with Khalid),Billie Eilish,2020-07-18,"2,128",137,Ukraine
МОЙ КАЛАШНИКОВ,FACE,2020-07-18,"2,124",138,Ukraine
nursery,"bbno$, lentra",2020-07-18,"2,100",139,Ukraine
WHATS POPPIN,Jack Harlow,2020-07-18,"2,092",140,Ukraine
А если это любовь?,HammAli & Navai,2020-07-18,"2,085",141,Ukraine
Худший Друг,Markul,2020-07-18,"2,082",142,Ukraine
Антигерой,Mnogoznaal,2020-07-18,"2,081",143,Ukraine
Señorita,"Shawn Mendes, Camila Cabello",2020-07-18,"2,069",144,Ukraine
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,2020-07-18,"2,055",145,Ukraine
Больше бед,Markul,2020-07-18,"2,050",146,Ukraine
Hypnodancer,Little Big,2020-07-18,"2,028",147,Ukraine
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,2020-07-18,"2,012",148,Ukraine
Гостиница Космос,Mnogoznaal,2020-07-18,"2,010",149,Ukraine
ДЕВОЧКА С КАРЕ,MUKKA,2020-07-18,"2,001",150,Ukraine
"Дико, например",PHARAOH,2020-07-18,"2,001",151,Ukraine
I Got Love,"MiyaGi & Endspiel, Rem Digga",2020-07-18,"1,997",152,Ukraine
Air Force 1,lil krystalll,2020-07-18,"1,989",153,Ukraine
B.I.D,Markul,2020-07-18,"1,983",154,Ukraine
Контрольный,Max Korzh,2020-07-18,"1,983",155,Ukraine
Дим,Vremya i Steklo,2020-07-18,"1,969",156,Ukraine
Не по пути,PHARAOH,2020-07-18,"1,965",157,Ukraine
ПОСОСИ,MORGENSHTERN,2020-07-18,"1,959",158,Ukraine
Жалі,"Jamala, alyona alyona",2020-07-18,"1,955",159,Ukraine
everything i wanted,Billie Eilish,2020-07-18,"1,947",160,Ukraine
Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,2020-07-18,"1,943",161,Ukraine
Fata Morgana,"Markul, Oxxxymiron",2020-07-18,"1,935",162,Ukraine
Пачка сигарет,LIZER,2020-07-18,"1,919",163,Ukraine
Нон стоп,Poshlaya Molly,2020-07-18,"1,901",164,Ukraine
Hokage,Big Baby Tape,2020-07-18,"1,897",165,Ukraine
I Want You,"MARUV, Boosin",2020-07-18,"1,888",166,Ukraine
Мне пох,"Klava Koka, MORGENSHTERN",2020-07-18,"1,879",167,Ukraine
Монетка,LSP,2020-07-18,"1,873",168,Ukraine
Starboy,"The Weeknd, Daft Punk",2020-07-18,"1,859",169,Ukraine
Надежда,FACE,2020-07-18,"1,853",170,Ukraine
Животные,Scriptonite,2020-07-18,"1,853",171,Ukraine
СПАСАТЕЛЬНЫЙ КРУГ,FACE,2020-07-18,"1,839",172,Ukraine
Между Нами,LIZER,2020-07-18,"1,824",173,Ukraine
Say No Mo,kizaru,2020-07-18,"1,821",174,Ukraine
Intentions (feat. Quavo),Justin Bieber,2020-07-18,"1,809",175,Ukraine
Savage Remix (feat. Beyoncé),"Beyoncé, Megan Thee Stallion",2020-07-18,"1,808",176,Ukraine
молчи,кис-кис,2020-07-18,"1,797",177,Ukraine
After Party,Don Toliver,2020-07-18,"1,796",178,Ukraine
Money long,kizaru,2020-07-18,"1,789",179,Ukraine
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",2020-07-18,"1,787",180,Ukraine
Brooklyn,"Miyagi & Andy Panda, TumaniYO",2020-07-18,"1,783",181,Ukraine
Fly 2,"Zivert, NILETTO",2020-07-18,"1,780",182,Ukraine
Оптимист,Max Korzh,2020-07-18,"1,772",183,Ukraine
Numb,Linkin Park,2020-07-18,"1,767",184,Ukraine
Easy,Troye Sivan,2020-07-18,"1,756",185,Ukraine
3x3,"Gruppa Skryptonite, 104, T-Fest",2020-07-18,"1,755",186,Ukraine
Веселей,Scriptonite,2020-07-18,"1,752",187,Ukraine
NO HOOK NO HOES (feat. Yung Hurn) - Prod. Pretty Scream,Boulevard Depo,2020-07-18,"1,750",188,Ukraine
Плачу на техно,"Cream Soda, HLEB",2020-07-18,"1,744",189,Ukraine
Stressed Out,Twenty One Pilots,2020-07-18,"1,744",190,Ukraine
Fukk Sleep (feat. FKA twigs),A$AP Rocky,2020-07-18,"1,743",191,Ukraine
На лету,V $ X V PRiNCE,2020-07-18,"1,734",192,Ukraine
Сердце Лёд,Cream Soda,2020-07-18,"1,729",193,Ukraine
when the party's over,Billie Eilish,2020-07-18,"1,718",194,Ukraine
Save That Shit,Lil Peep,2020-07-18,"1,713",195,Ukraine
DEUTSCHLAND,Rammstein,2020-07-18,"1,711",196,Ukraine
Babushka Boi,A$AP Rocky,2020-07-18,"1,709",197,Ukraine
Parasite Eve,Bring Me The Horizon,2020-07-18,"1,706",198,Ukraine
Улети,T-Fest,2020-07-18,"1,705",199,Ukraine
"Чики - Из т/с more.tv ""Чики""",Ivan Dorn,2020-07-18,"1,702",200,Ukraine
Blinding Lights,The Weeknd,2020-07-20,"13,353",1,Ukraine
Cadillac,"MORGENSHTERN, Eldzhey",2020-07-20,"12,597",2,Ukraine
ROCKSTAR (feat. Roddy Ricch),DaBaby,2020-07-20,"9,355",3,Ukraine
X.O,"The Limba, Andro",2020-07-20,"7,858",4,Ukraine
Дежавю,kizaru,2020-07-20,"7,312",5,Ukraine
Fendi,Rakhim,2020-07-20,"6,932",6,Ukraine
Поболело и прошло,HENSY,2020-07-20,"6,931",7,Ukraine
Yamakasi,Miyagi & Andy Panda,2020-07-20,"6,852",8,Ukraine
Watermelon Sugar,Harry Styles,2020-07-20,"6,798",9,Ukraine
Minor,Miyagi & Andy Panda,2020-07-20,"6,727",10,Ukraine
POPSTAR (feat. Drake),DJ Khaled,2020-07-20,"6,615",11,Ukraine
Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",2020-07-20,"6,388",12,Ukraine
How You Like That,BLACKPINK,2020-07-20,"5,970",13,Ukraine
Roses - Imanbek Remix,SAINt JHN,2020-07-20,"5,788",14,Ukraine
ily (i love you baby) (feat. Emilee),Surf Mesa,2020-07-20,"5,640",15,Ukraine
Friendly Fire - Prod. Avepack,Boulevard Depo,2020-07-20,"5,565",16,Ukraine
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Tory Lanez, Jack Harlow",2020-07-20,"5,401",17,Ukraine
Come & Go (with Marshmello),Juice WRLD,2020-07-20,"5,394",18,Ukraine
Breaking Me,"Topic, A7S",2020-07-20,"5,377",19,Ukraine
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",2020-07-20,"5,237",20,Ukraine
Honey's Kettle,"kizaru, HoodRich Pablo Juan",2020-07-20,"5,154",21,Ukraine
Москва любит...,Scriptonite,2020-07-20,"5,018",22,Ukraine
Toosie Slide,Drake,2020-07-20,"5,003",23,Ukraine
Kings & Queens,Ava Max,2020-07-20,"4,904",24,Ukraine
Меня не будет,"ANIKV, SALUKI",2020-07-20,"4,768",25,Ukraine
Положение,Scriptonite,2020-07-20,"4,756",26,Ukraine
Колхозник,Mnogoznaal,2020-07-20,"4,676",27,Ukraine
HIGHEST IN THE ROOM,Travis Scott,2020-07-20,"4,565",28,Ukraine
ВЕЧЕРиНОЧКА,"MONATIK, Vera Brezhneva",2020-07-20,"4,513",29,Ukraine
Blueberry Faygo,Lil Mosey,2020-07-20,"4,424",30,Ukraine
Там ревели горы,Miyagi & Andy Panda,2020-07-20,"4,398",31,Ukraine
Last Dance,Vremya i Steklo,2020-07-20,"4,348",32,Ukraine
Utopia,Miyagi & Andy Panda,2020-07-20,"4,296",33,Ukraine
Lovefool,twocolors,2020-07-20,"4,273",34,Ukraine
Wishing Well,Juice WRLD,2020-07-20,"4,240",35,Ukraine
SICKO MODE,Travis Scott,2020-07-20,"4,186",36,Ukraine
The Box,Roddy Ricch,2020-07-20,"4,158",37,Ukraine
Шантаж,Max Korzh,2020-07-20,"4,031",38,Ukraine
Atlant,Miyagi & Andy Panda,2020-07-20,"4,010",39,Ukraine
MONEY LONG,kizaru,2020-07-20,"3,975",40,Ukraine
Сияй,Ramil',2020-07-20,"3,946",41,Ukraine
Break My Heart,Dua Lipa,2020-07-20,"3,919",42,Ukraine
death bed (coffee for your head),"Powfu, beabadoobee",2020-07-20,"3,868",43,Ukraine
2 типа людей,Max Korzh,2020-07-20,"3,836",44,Ukraine
goosebumps,Travis Scott,2020-07-20,"3,819",45,Ukraine
Краш,"Klava Koka, NILETTO",2020-07-20,"3,759",46,Ukraine
Новый Мерин,MORGENSHTERN,2020-07-20,"3,754",47,Ukraine
Конфеты,"Markul, Платина",2020-07-20,"3,692",48,Ukraine
РАТАТАТАТА,"MORGENSHTERN, Vitya AK",2020-07-20,"3,635",49,Ukraine
Tantra,Miyagi & Andy Panda,2020-07-20,"3,591",50,Ukraine
Trap Luv,Big Baby Tape,2020-07-20,"3,576",51,Ukraine
Rain On Me (with Ariana Grande),Lady Gaga,2020-07-20,"3,475",52,Ukraine
Малый повзрослел,Max Korzh,2020-07-20,"3,459",53,Ukraine
Party Girl (Remix),"StaySolidRocky, Lil Uzi Vert",2020-07-20,"3,424",54,Ukraine
Малолетка,Max Korzh,2020-07-20,"3,414",55,Ukraine
Мультибрендовый,"Scriptonite, 104, T-Fest, Niman",2020-07-20,"3,402",56,Ukraine
Don't Start Now,Dua Lipa,2020-07-20,"3,375",57,Ukraine
Малиновый закат,Max Korzh,2020-07-20,"3,370",58,Ukraine
Психопатия,Miyagi & Andy Panda,2020-07-20,"3,366",59,Ukraine
Dance Monkey,Tones And I,2020-07-20,"3,304",60,Ukraine
ЮМОРИСТ - Original Motion Picture Soundtrack,FACE,2020-07-20,"3,280",61,Ukraine
Angry toy$ - Prod. Ray Qwa,Boulevard Depo,2020-07-20,"3,272",62,Ukraine
Gimme The Loot,Big Baby Tape,2020-07-20,"3,269",63,Ukraine
Ламбада,"T-Fest, Scriptonite",2020-07-20,"3,200",64,Ukraine
In Your Eyes,The Weeknd,2020-07-20,"3,151",65,Ukraine
Цепи,"Scriptonite, 104",2020-07-20,"3,075",66,Ukraine
Привычка,"Scriptonite, Andy Panda, 104",2020-07-20,"3,075",67,Ukraine
Тихо діти сплять (Tyho Dity Splyat),alyona alyona,2020-07-20,"3,071",68,Ukraine
bad guy,Billie Eilish,2020-07-20,"3,040",69,Ukraine
Мало нам,Miyagi & Andy Panda,2020-07-20,"3,039",70,Ukraine
Balenciaga,FILV,2020-07-20,"3,036",71,Ukraine
Yung Hefner,MORGENSHTERN,2020-07-20,"2,961",72,Ukraine
Say So,Doja Cat,2020-07-20,"2,958",73,Ukraine
Kosandra,Miyagi & Andy Panda,2020-07-20,"2,921",74,Ukraine
Грустная Песня (feat. Егор Крид & MORGENSHTERN),"THRILL PILL, Egor Kreed",2020-07-20,"2,920",75,Ukraine
Medicine,Miyagi & Andy Panda,2020-07-20,"2,898",76,Ukraine
Such a Whore (Stellular Remix),JVLA,2020-07-20,"2,891",77,Ukraine
Юность,Dabro,2020-07-20,"2,889",78,Ukraine
Falling,Trevor Daniel,2020-07-20,"2,876",79,Ukraine
Разнесем,Max Korzh,2020-07-20,"2,860",80,Ukraine
Серпантин,Markul,2020-07-20,"2,853",81,Ukraine
Circles,Post Malone,2020-07-20,"2,811",82,Ukraine
MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",2020-07-20,"2,798",83,Ukraine
Godzilla (feat. Juice WRLD),Eminem,2020-07-20,"2,797",84,Ukraine
NBA (Не мешай),"RSAC, ELLA",2020-07-20,"2,773",85,Ukraine
Август,Intelligency,2020-07-20,"2,744",86,Ukraine
Рашан моуст уонтэд,kizaru,2020-07-20,"2,741",87,Ukraine
hot girl bummer,blackbear,2020-07-20,"2,737",88,Ukraine
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,2020-07-20,"2,735",89,Ukraine
Проснулся В Темноте,GONE.Fludd,2020-07-20,"2,717",90,Ukraine
ЧЁРНЫЙ БУМЕР,"DAVA, Seryoga",2020-07-20,"2,704",91,Ukraine
27,FEDUK,2020-07-20,"2,696",92,Ukraine
Life Is Good (feat. Drake),Future,2020-07-20,"2,671",93,Ukraine
Choco,HLEB,2020-07-20,"2,670",94,Ukraine
ВТОРНИК,GONE.Fludd,2020-07-20,"2,659",95,Ukraine
Ураган (feat. V $ X V PRiNCE),"GUF, Murovei",2020-07-20,"2,657",96,Ukraine
Мы открываем бизнес (Skit),SHOOVAL,2020-07-20,"2,641",97,Ukraine
Stunnin' (feat. Harm Franklin),Curtis Waters,2020-07-20,"2,617",98,Ukraine
Righteous,Juice WRLD,2020-07-20,"2,601",99,Ukraine
СИЛЬНО,MONATIK,2020-07-20,"2,591",100,Ukraine
Surname (Prod. DJ Tape & Aarne),Big Baby Tape,2020-07-20,"2,589",101,Ukraine
Горы по колено,Max Korzh,2020-07-20,"2,561",102,Ukraine
Евгений Онегин,kizaru,2020-07-20,"2,549",103,Ukraine
Это любовь,Scriptonite,2020-07-20,"2,545",104,Ukraine
GOOBA,6ix9ine,2020-07-20,"2,529",105,Ukraine
Двигаться,Raim,2020-07-20,"2,525",106,Ukraine
Дорадура,дора,2020-07-20,"2,511",107,Ukraine
Believer,Imagine Dragons,2020-07-20,"2,510",108,Ukraine
ДЕВОЧКА С КАРЕ,MUKKA,2020-07-20,"2,503",109,Ukraine
SAD!,XXXTENTACION,2020-07-20,"2,472",110,Ukraine
Без ключа,PHARAOH,2020-07-20,"2,462",111,Ukraine
Lucid Dreams,Juice WRLD,2020-07-20,"2,457",112,Ukraine
Someone You Loved,Lewis Capaldi,2020-07-20,"2,445",113,Ukraine
