Song,Artist,Date,Streams,Rank,Country
Пацаны II,GONE.Fludd,2021-03-20,"5,798",37,Ukraine
Печаль Cо Знаком 8,PHARAOH,2021-03-20,"5,771",38,Ukraine
Судный День,"PHARAOH, 39",2021-03-20,"5,754",39,Ukraine
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2021-03-20,"5,665",40,Ukraine
Блэсс гад,SODA LUV,2021-03-20,"5,632",41,Ukraine
KARI,Big Baby Tape,2021-03-20,"5,469",42,Ukraine
ДНМП,PHARAOH,2021-03-20,"5,195",43,Ukraine
Infinite Tsukuyomi,ROCKET,2021-03-20,"5,015",44,Ukraine
Никогда Опять,"PHARAOH, noa",2021-03-20,"4,905",45,Ukraine
Camry 3.5,UncleFlexxx,2021-03-20,"4,857",46,Ukraine
Перед Смертью Все Равны,PHARAOH,2021-03-20,"4,812",47,Ukraine
Эйя,Канги,2021-03-20,"4,725",48,Ukraine
Во Имя Тьмы,PHARAOH,2021-03-20,"4,700",49,Ukraine
Бизнес,FACE,2021-03-20,"4,668",50,Ukraine
The Real Unplugged (Acceptance of Darkness),PHARAOH,2021-03-20,"4,600",51,Ukraine
Москва любит...,Scriptonite,2021-03-20,"4,571",52,Ukraine
Jerk,Oliver Tree,2021-03-20,"4,520",53,Ukraine
Лилия (prod. by DooMee),MAYOT,2021-03-20,"4,506",54,Ukraine
Колхозник,Mnogoznaal,2021-03-20,"4,494",55,Ukraine
ДУРАКАМ ВЕЗЁТ,ФОГЕЛЬ,2021-03-20,"4,447",56,Ukraine
Up,Cardi B,2021-03-20,"4,436",57,Ukraine
Goosebumps - Remix,"Travis Scott, HVME",2021-03-20,"4,420",58,Ukraine
Дурак и молния,Korol i Shut,2021-03-20,"4,413",59,Ukraine
Бигасс,"SODA LUV, WHY, BERRY",2021-03-20,"4,410",60,Ukraine
Голос,Egor Kreed,2021-03-20,"4,346",61,Ukraine
Рискк,"PHARAOH, 39",2021-03-20,"4,304",62,Ukraine
Динозаврики,Папин Олимпос,2021-03-20,"4,272",63,Ukraine
Streets,Doja Cat,2021-03-20,"4,245",64,Ukraine
Ауди [prod. by Sqweezey],"MAYOT, BUSHIDO ZHO, SEEMEE",2021-03-20,"4,219",65,Ukraine
gorit,DOROFEEVA,2021-03-20,"4,180",66,Ukraine
On The Ground,ROSÉ,2021-03-20,"4,174",67,Ukraine
Проснулся В Темноте,GONE.Fludd,2021-03-20,"4,169",68,Ukraine
Рэйман,FACE,2021-03-20,"4,158",69,Ukraine
SugarCrash!,ElyOtto,2021-03-20,"4,150",70,Ukraine
We're Good,Dua Lipa,2021-03-20,"4,130",71,Ukraine
Therefore I Am,Billie Eilish,2021-03-20,"4,114",72,Ukraine
DAVID BECKHAM,OBLADAET,2021-03-20,"4,112",73,Ukraine
Friendly Fire - Prod. Avepack,Boulevard Depo,2021-03-20,"4,102",74,Ukraine
Slumber Party (feat. Princess Nokia),Ashnikko,2021-03-20,"4,046",75,Ukraine
Sweater Weather,The Neighbourhood,2021-03-20,"4,038",76,Ukraine
Monday,ROCKET,2021-03-20,"4,023",77,Ukraine
RANDOM,OBLADAET,2021-03-20,"4,021",78,Ukraine
Ратата,Konfuz,2021-03-20,"3,969",79,Ukraine
Chemtrails Over The Country Club,Lana Del Rey,2021-03-20,"3,924",80,Ukraine
drivers license,Olivia Rodrigo,2021-03-20,"3,908",81,Ukraine
Шенген,lil krystalll,2021-03-20,"3,886",82,Ukraine
НЕ ЖАЛЬ,"104, MiyaGi, Scriptonite",2021-03-20,"3,847",83,Ukraine
Super Fly,"ROCKET, LILDRUGHILL",2021-03-20,"3,780",84,Ukraine
Minor,Miyagi & Andy Panda,2021-03-20,"3,774",85,Ukraine
Танцы,ssshhhiiittt!,2021-03-20,"3,758",86,Ukraine
Инкассатор,ROCKET,2021-03-20,"3,754",87,Ukraine
telepatía,Kali Uchis,2021-03-20,"3,723",88,Ukraine
Родной,LOBODA,2021-03-20,"3,719",89,Ukraine
Окей,Tima Belorusskih,2021-03-20,"3,628",90,Ukraine
Амфибия,Krovostok,2021-03-20,"3,612",91,Ukraine
Что ты знаешь? [prod. by gobwantsnothing x amyp],"163ONMYNECK, FEARMUCH",2021-03-20,"3,584",92,Ukraine
Cadillac,"MORGENSHTERN, Eldzhey",2021-03-20,"3,553",93,Ukraine
Нет Проблем,"SLAVA MARLOW, MK",2021-03-20,"3,534",94,Ukraine
Star Shopping,Lil Peep,2021-03-20,"3,532",95,Ukraine
Делают,Krovostok,2021-03-20,"3,523",96,Ukraine
Whoopty,CJ,2021-03-20,"3,488",97,Ukraine
Mood (feat. iann dior),24kGoldn,2021-03-20,"3,461",98,Ukraine
Fendi,Rakhim,2021-03-20,"3,446",99,Ukraine
CHILL,GONE.Fludd,2021-03-20,"3,434",100,Ukraine
Paradise (feat. Dermot Kennedy),MEDUZA,2021-03-20,"3,421",101,Ukraine
Hold On,Justin Bieber,2021-03-20,"3,420",102,Ukraine
Deep End,Fousheé,2021-03-20,"3,407",103,Ukraine
Levitating (feat. DaBaby),Dua Lipa,2021-03-20,"3,407",104,Ukraine
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2021-03-20,"3,406",105,Ukraine
Кино,MACAN,2021-03-20,"3,401",106,Ukraine
Зорi,KALUSH,2021-03-20,"3,319",107,Ukraine
Roses - Imanbek Remix,SAINt JHN,2021-03-20,"3,309",108,Ukraine
"Зашёл, вышел",Krovostok,2021-03-20,"3,281",109,Ukraine
Your Love (9PM),"ATB, Topic, A7S",2021-03-20,"3,280",110,Ukraine
Терминал,"LILDRUGHILL, ROCKET",2021-03-20,"3,258",111,Ukraine
Kosandra,Miyagi & Andy Panda,2021-03-20,"3,243",112,Ukraine
Истеричка,Artik & Asti,2021-03-20,"3,238",113,Ukraine
Горький вкус,Султан Лагучев,2021-03-20,"3,229",114,Ukraine
El Problema - prod. SLAVA MARLOW,"MORGENSHTERN, Timati",2021-03-20,"3,202",115,Ukraine
кискис,zhanulka,2021-03-20,"3,187",116,Ukraine
Скандал,Tina Karol,2021-03-20,"3,185",117,Ukraine
Цепи,"Scriptonite, 104",2021-03-20,"3,174",118,Ukraine
What’s Next,Drake,2021-03-20,"3,156",119,Ukraine
HIGHEST IN THE ROOM,Travis Scott,2021-03-20,"3,152",120,Ukraine
la di die (feat. jxdn),Nessa Barrett,2021-03-20,"3,142",121,Ukraine
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-03-20,"3,136",122,Ukraine
Это любовь,Scriptonite,2021-03-20,"3,135",123,Ukraine
Pesetas,Rilès,2021-03-20,"3,083",124,Ukraine
ROCKSTAR (feat. Roddy Ricch),DaBaby,2021-03-20,"3,043",125,Ukraine
Поболело и прошло,HENSY,2021-03-20,"3,007",126,Ukraine
Yamakasi,Miyagi & Andy Panda,2021-03-20,"2,987",127,Ukraine
Arcade,Duncan Laurence,2021-03-20,"2,979",128,Ukraine
Goosebumps,HVME,2021-03-20,"2,971",129,Ukraine
As I Am (feat. Khalid),Justin Bieber,2021-03-20,"2,967",130,Ukraine
СОК,GONE.Fludd,2021-03-20,"2,964",131,Ukraine
Не жалея,Miyagi & Andy Panda,2021-03-20,"2,960",132,Ukraine
СПАСАТЕЛЬНЫЙ КРУГ,FACE,2021-03-20,"2,938",133,Ukraine
Я поднимаюсь над землей (feat. Алёна Омаргалиева),Баста feat. Алёна Омаргалиева,2021-03-20,"2,936",134,Ukraine
Коромысло,Krovostok,2021-03-20,"2,928",135,Ukraine
Сердце майора,Krovostok,2021-03-20,"2,908",136,Ukraine
Море,"MAYOT, FEDUK",2021-03-20,"2,890",137,Ukraine
Дети,Krovostok,2021-03-20,"2,882",138,Ukraine
Gimme The Loot,Big Baby Tape,2021-03-20,"2,850",139,Ukraine
Поточное,Krovostok,2021-03-20,"2,849",140,Ukraine
DREAM GARDEN,GONE.Fludd,2021-03-20,"2,846",141,Ukraine
Hayloft,Mother Mother,2021-03-20,"2,846",142,Ukraine
Prisoner (feat. Dua Lipa),Miley Cyrus,2021-03-20,"2,834",143,Ukraine
Злой,"SLAVA MARLOW, Eldzhey",2021-03-20,"2,802",144,Ukraine
Block Baby,kizaru,2021-03-20,"2,778",145,Ukraine
FOR MULA,OBLADAET,2021-03-20,"2,776",146,Ukraine
ODIUM,"LXST CXNTURY, Kingpin Skinny Pimp",2021-03-20,"2,774",147,Ukraine
Меня не будет,"ANIKV, SALUKI",2021-03-20,"2,769",148,Ukraine
Money long,kizaru,2021-03-20,"2,768",149,Ukraine
White Dress,Lana Del Rey,2021-03-20,"2,764",150,Ukraine
Jocelyn Flores,XXXTENTACION,2021-03-20,"2,750",151,Ukraine
Brooklyn,"Miyagi & Andy Panda, TumaniYO",2021-03-20,"2,739",152,Ukraine
Ода Сочиненная Изнанкой,PHARAOH,2021-03-20,"2,739",153,Ukraine
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",2021-03-20,"2,737",154,Ukraine
Джинсы [prod. by Sqweezey],"MAYOT, OG Buda",2021-03-20,"2,733",155,Ukraine
HOLIDAY,Lil Nas X,2021-03-20,"2,732",156,Ukraine
ICE (feat. MORGENSHTERN),MORGENSHTERN,2021-03-20,"2,714",157,Ukraine
X.O,"The Limba, Andro",2021-03-20,"2,696",158,Ukraine
ERRDAY,Big Baby Tape,2021-03-20,"2,694",159,Ukraine
"СЛЁЗЫ - OST ""Пацанки""",Anet Sai,2021-03-20,"2,667",160,Ukraine
Can You Feel My Heart,Bring Me The Horizon,2021-03-20,"2,665",161,Ukraine
Watermelon Sugar,Harry Styles,2021-03-20,"2,653",162,Ukraine
Не по пути,PHARAOH,2021-03-20,"2,648",163,Ukraine
Лилии,МОТ,2021-03-20,"2,647",164,Ukraine
I Got Love,"MiyaGi & Endspiel, Rem Digga",2021-03-20,"2,610",165,Ukraine
Быстро,Colorit,2021-03-20,"2,589",166,Ukraine
Как дела,T-Fest,2021-03-20,"2,566",167,Ukraine
Первый раз,JojoHF,2021-03-20,"2,562",168,Ukraine
ЛАБИРИНТ,FACE,2021-03-20,"2,555",169,Ukraine
Без ключа,PHARAOH,2021-03-20,"2,550",170,Ukraine
Trap Luv,Big Baby Tape,2021-03-20,"2,547",171,Ukraine
WATAFUK?!,"MORGENSHTERN, Lil Pump",2021-03-20,"2,541",172,Ukraine
Blood // Water,grandson,2021-03-20,"2,537",173,Ukraine
Привычка,"Scriptonite, Andy Panda, 104",2021-03-20,"2,535",174,Ukraine
Paparazzi,Kim Dracula,2021-03-20,"2,527",175,Ukraine
АУФ,"SQWOZ BAB, The First Station",2021-03-20,"2,525",176,Ukraine
Smells Like Teen Spirit,Nirvana,2021-03-20,"2,525",177,Ukraine
засыпай,ssshhhiiittt!,2021-03-20,"2,522",178,Ukraine
50к в сyмке у папы,LOVV66,2021-03-20,"2,520",179,Ukraine
Я так соскучился,Pornofilmy,2021-03-20,"2,501",180,Ukraine
Кобра,"The Hardkiss, MONATIK",2021-03-20,"2,500",181,Ukraine
Люди,Дайте танк (!),2021-03-20,"2,500",182,Ukraine
втюрилась,дора,2021-03-20,"2,500",183,Ukraine
Разная дрянь,CAPTOWN,2021-03-20,"2,496",184,Ukraine
moLOko,LOBODA,2021-03-20,"2,484",185,Ukraine
SHUM,Go_A,2021-03-20,"2,481",186,Ukraine
SICKO MODE,Travis Scott,2021-03-20,"2,481",187,Ukraine
Между Нами,LIZER,2021-03-20,"2,473",188,Ukraine
Angry toy$ - Prod. Ray Qwa,Boulevard Depo,2021-03-20,"2,468",189,Ukraine
Солдат,FACE,2021-03-20,"2,467",190,Ukraine
Dynamite,BTS,2021-03-20,"2,467",191,Ukraine
Кого-то помнишь,Krovostok,2021-03-20,"2,459",192,Ukraine
На грязном (Диана),Платина,2021-03-20,"2,452",193,Ukraine
Bloodstream,twocolors,2021-03-20,"2,425",194,Ukraine
UFO LUV,GONE.Fludd,2021-03-20,"2,422",195,Ukraine
Don't Start Now,Dua Lipa,2021-03-20,"2,421",196,Ukraine
Юность,Dabro,2021-03-20,"2,419",197,Ukraine
Бандана,Платина,2021-03-20,"2,416",198,Ukraine
goosebumps,Travis Scott,2021-03-20,"2,415",199,Ukraine
Nightmare,plenka,2021-03-20,"2,415",200,Ukraine
Astronaut In The Ocean,Masked Wolf,2021-03-17,"14,432",1,Ukraine
Голодный пёс [prod. by Pretty Scream],"SEEMEE, SODA LUV",2021-03-17,"12,666",2,Ukraine
ТЫ ГОРИШЬ КАК ОГОНЬ,SLAVA MARLOW,2021-03-17,"11,748",3,Ukraine
Розовое Вино 2,"Yung Trappa, MORGENSHTERN",2021-03-17,"9,103",4,Ukraine
+44,lil krystalll,2021-03-17,"8,665",5,Ukraine
The Business,Tiësto,2021-03-17,"8,542",6,Ukraine
Cristal & МОЁТ,MORGENSHTERN,2021-03-17,"8,318",7,Ukraine
ХОТБОКС (prod. by Young Royce),SODA LUV,2021-03-17,"8,118",8,Ukraine
Дежавю,kizaru,2021-03-17,"8,079",9,Ukraine
toxin,Benedixhion,2021-03-17,"8,018",10,Ukraine
Синий Lamborghini,Rakhim,2021-03-17,"7,770",11,Ukraine
Снова я напиваюсь,SLAVA MARLOW,2021-03-17,"7,496",12,Ukraine
Коми,"SODA LUV, BUSHIDO ZHO",2021-03-17,"7,455",13,Ukraine
Go! Смув,SODA LUV,2021-03-17,"7,235",14,Ukraine
Положение,Scriptonite,2021-03-17,"7,121",15,Ukraine
Чистый - OST «Псих»,Scriptonite,2021-03-17,"7,069",16,Ukraine
Губы,JojoHF,2021-03-17,"6,976",17,Ukraine
Быстро,"SLAVA MARLOW, MORGENSHTERN",2021-03-17,"6,969",18,Ukraine
Blinding Lights,The Weeknd,2021-03-17,"6,844",19,Ukraine
Кукла колдуна,Korol i Shut,2021-03-17,"6,540",20,Ukraine
Skamming Shit,uglystephan,2021-03-17,"6,503",21,Ukraine
Follow You,Imagine Dragons,2021-03-17,"6,486",22,Ukraine
Контракт,Poshlaya Molly,2021-03-17,"6,251",23,Ukraine
Моя голова винтом (My head is spinning like a screw),kostromin,2021-03-17,"6,230",24,Ukraine
По Глазам,SLAVA MARLOW,2021-03-17,"6,097",25,Ukraine
Крузак 200,BODIEV,2021-03-17,"6,031",26,Ukraine
Пацаны II,GONE.Fludd,2021-03-17,"5,877",27,Ukraine
Save Your Tears,The Weeknd,2021-03-17,"5,826",28,Ukraine
Венера-Юпитер,Ваня Дмитриенко,2021-03-17,"5,804",29,Ukraine
Блэсс гад,SODA LUV,2021-03-17,"5,690",30,Ukraine
KARI,Big Baby Tape,2021-03-17,"5,488",31,Ukraine
Эми,PHARAOH,2021-03-17,"5,455",32,Ukraine
Infinite Tsukuyomi,ROCKET,2021-03-17,"4,967",33,Ukraine
Москва любит...,Scriptonite,2021-03-17,"4,888",34,Ukraine
Эйя,Канги,2021-03-17,"4,863",35,Ukraine
Camry 3.5,UncleFlexxx,2021-03-17,"4,860",36,Ukraine
Super Fly,"ROCKET, LILDRUGHILL",2021-03-17,"4,819",37,Ukraine
Голос,Egor Kreed,2021-03-17,"4,733",38,Ukraine
RANDOM,OBLADAET,2021-03-17,"4,729",39,Ukraine
Динозаврики,Папин Олимпос,2021-03-17,"4,693",40,Ukraine
Колхозник,Mnogoznaal,2021-03-17,"4,664",41,Ukraine
ДУРАКАМ ВЕЗЁТ,ФОГЕЛЬ,2021-03-17,"4,649",42,Ukraine
Что ты знаешь? [prod. by gobwantsnothing x amyp],"163ONMYNECK, FEARMUCH",2021-03-17,"4,644",43,Ukraine
SugarCrash!,ElyOtto,2021-03-17,"4,629",44,Ukraine
DAVID BECKHAM,OBLADAET,2021-03-17,"4,588",45,Ukraine
Jerk,Oliver Tree,2021-03-17,"4,572",46,Ukraine
Лилия (prod. by DooMee),MAYOT,2021-03-17,"4,562",47,Ukraine
Therefore I Am,Billie Eilish,2021-03-17,"4,437",48,Ukraine
Streets,Doja Cat,2021-03-17,"4,388",49,Ukraine
On The Ground,ROSÉ,2021-03-17,"4,347",50,Ukraine
Goosebumps - Remix,"Travis Scott, HVME",2021-03-17,"4,333",51,Ukraine
Всему Свое Время,PHARAOH,2021-03-17,"4,292",52,Ukraine
Monday,ROCKET,2021-03-17,"4,272",53,Ukraine
drivers license,Olivia Rodrigo,2021-03-17,"4,171",54,Ukraine
Ауди [prod. by Sqweezey],"MAYOT, BUSHIDO ZHO, SEEMEE",2021-03-17,"4,156",55,Ukraine
Ратата,Konfuz,2021-03-17,"4,138",56,Ukraine
Дурак и молния,Korol i Shut,2021-03-17,"4,088",57,Ukraine
Slumber Party (feat. Princess Nokia),Ashnikko,2021-03-17,"4,021",58,Ukraine
Minor,Miyagi & Andy Panda,2021-03-17,"4,003",59,Ukraine
Sweater Weather,The Neighbourhood,2021-03-17,"3,929",60,Ukraine
Бигасс,"SODA LUV, WHY, BERRY",2021-03-17,"3,873",61,Ukraine
Рэйман,FACE,2021-03-17,"3,870",62,Ukraine
We're Good,Dua Lipa,2021-03-17,"3,858",63,Ukraine
Окей,Tima Belorusskih,2021-03-17,"3,837",64,Ukraine
Friendly Fire - Prod. Avepack,Boulevard Depo,2021-03-17,"3,790",65,Ukraine
Проснулся В Темноте,GONE.Fludd,2021-03-17,"3,766",66,Ukraine
Шенген,lil krystalll,2021-03-17,"3,737",67,Ukraine
Родной,LOBODA,2021-03-17,"3,715",68,Ukraine
What’s Next,Drake,2021-03-17,"3,699",69,Ukraine
Up,Cardi B,2021-03-17,"3,690",70,Ukraine
Whoopty,CJ,2021-03-17,"3,676",71,Ukraine
Paradise (feat. Dermot Kennedy),MEDUZA,2021-03-17,"3,645",72,Ukraine
telepatía,Kali Uchis,2021-03-17,"3,611",73,Ukraine
Танцы,ssshhhiiittt!,2021-03-17,"3,587",74,Ukraine
Mood (feat. iann dior),24kGoldn,2021-03-17,"3,578",75,Ukraine
Your Love (9PM),"ATB, Topic, A7S",2021-03-17,"3,560",76,Ukraine
НЕ ЖАЛЬ,"104, MiyaGi, Scriptonite",2021-03-17,"3,543",77,Ukraine
Инкассатор,ROCKET,2021-03-17,"3,531",78,Ukraine
Кино,MACAN,2021-03-17,"3,528",79,Ukraine
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2021-03-17,"3,528",80,Ukraine
CHILL,GONE.Fludd,2021-03-17,"3,523",81,Ukraine
Hold On,Justin Bieber,2021-03-17,"3,463",82,Ukraine
ODIUM,"LXST CXNTURY, Kingpin Skinny Pimp",2021-03-17,"3,461",83,Ukraine
Levitating (feat. DaBaby),Dua Lipa,2021-03-17,"3,438",84,Ukraine
Нет Проблем,"SLAVA MARLOW, MK",2021-03-17,"3,421",85,Ukraine
Pesetas,Rilès,2021-03-17,"3,412",86,Ukraine
la di die (feat. jxdn),Nessa Barrett,2021-03-17,"3,393",87,Ukraine
Терминал,"LILDRUGHILL, ROCKET",2021-03-17,"3,389",88,Ukraine
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-03-17,"3,386",89,Ukraine
Цепи,"Scriptonite, 104",2021-03-17,"3,382",90,Ukraine
Star Shopping,Lil Peep,2021-03-17,"3,368",91,Ukraine
Cadillac,"MORGENSHTERN, Eldzhey",2021-03-17,"3,366",92,Ukraine
Kosandra,Miyagi & Andy Panda,2021-03-17,"3,355",93,Ukraine
Скандал,Tina Karol,2021-03-17,"3,312",94,Ukraine
gorit,DOROFEEVA,2021-03-17,"3,266",95,Ukraine
Не жалея,Miyagi & Andy Panda,2021-03-17,"3,260",96,Ukraine
Deep End,Fousheé,2021-03-17,"3,238",97,Ukraine
Это любовь,Scriptonite,2021-03-17,"3,226",98,Ukraine
DREAM GARDEN,GONE.Fludd,2021-03-17,"3,196",99,Ukraine
Fendi,Rakhim,2021-03-17,"3,178",100,Ukraine
Dynamite,BTS,2021-03-17,"3,172",101,Ukraine
Зорi,KALUSH,2021-03-17,"3,158",102,Ukraine
СОК,GONE.Fludd,2021-03-17,"3,158",103,Ukraine
Yamakasi,Miyagi & Andy Panda,2021-03-17,"3,132",104,Ukraine
ROCKSTAR (feat. Roddy Ricch),DaBaby,2021-03-17,"3,128",105,Ukraine
HIGHEST IN THE ROOM,Travis Scott,2021-03-17,"3,122",106,Ukraine
Горький вкус,Султан Лагучев,2021-03-17,"3,062",107,Ukraine
Roses - Imanbek Remix,SAINt JHN,2021-03-17,"3,044",108,Ukraine
Prisoner (feat. Dua Lipa),Miley Cyrus,2021-03-17,"3,016",109,Ukraine
Arcade,Duncan Laurence,2021-03-17,"3,008",110,Ukraine
Watermelon Sugar,Harry Styles,2021-03-17,"3,004",111,Ukraine
Истеричка,Artik & Asti,2021-03-17,"2,989",112,Ukraine
FOR MULA,OBLADAET,2021-03-17,"2,987",113,Ukraine
Block Baby,kizaru,2021-03-17,"2,968",114,Ukraine
Поболело и прошло,HENSY,2021-03-17,"2,963",115,Ukraine
Brooklyn,"Miyagi & Andy Panda, TumaniYO",2021-03-17,"2,923",116,Ukraine
Goosebumps,HVME,2021-03-17,"2,897",117,Ukraine
Лилии,МОТ,2021-03-17,"2,883",118,Ukraine
Море,"MAYOT, FEDUK",2021-03-17,"2,827",119,Ukraine
Злой,"SLAVA MARLOW, Eldzhey",2021-03-17,"2,823",120,Ukraine
ERRDAY,Big Baby Tape,2021-03-17,"2,816",121,Ukraine
El Problema - prod. SLAVA MARLOW,"MORGENSHTERN, Timati",2021-03-17,"2,815",122,Ukraine
Джинсы [prod. by Sqweezey],"MAYOT, OG Buda",2021-03-17,"2,806",123,Ukraine
Jocelyn Flores,XXXTENTACION,2021-03-17,"2,805",124,Ukraine
Hayloft,Mother Mother,2021-03-17,"2,792",125,Ukraine
Меня не будет,"ANIKV, SALUKI",2021-03-17,"2,790",126,Ukraine
СПАСАТЕЛЬНЫЙ КРУГ,FACE,2021-03-17,"2,783",127,Ukraine
Мама,"Scriptonite, FEDUK, Truwer, Niman, Basta",2021-03-17,"2,763",128,Ukraine
Я так соскучился,Pornofilmy,2021-03-17,"2,737",129,Ukraine
Привычка,"Scriptonite, Andy Panda, 104",2021-03-17,"2,699",130,Ukraine
HOLIDAY,Lil Nas X,2021-03-17,"2,696",131,Ukraine
Разная дрянь,CAPTOWN,2021-03-17,"2,687",132,Ukraine
Can You Feel My Heart,Bring Me The Horizon,2021-03-17,"2,678",133,Ukraine
SHUM,Go_A,2021-03-17,"2,673",134,Ukraine
UFO LUV,GONE.Fludd,2021-03-17,"2,666",135,Ukraine
Быстро,Colorit,2021-03-17,"2,665",136,Ukraine
Как дела,T-Fest,2021-03-17,"2,636",137,Ukraine
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",2021-03-17,"2,630",138,Ukraine
Люди,Дайте танк (!),2021-03-17,"2,612",139,Ukraine
Первый раз,JojoHF,2021-03-17,"2,609",140,Ukraine
50к в сyмке у папы,LOVV66,2021-03-17,"2,600",141,Ukraine
Gimme The Loot,Big Baby Tape,2021-03-17,"2,595",142,Ukraine
кискис,zhanulka,2021-03-17,"2,588",143,Ukraine
Trap Luv,Big Baby Tape,2021-03-17,"2,584",144,Ukraine
Wants and Needs (feat. Lil Baby),Drake,2021-03-17,"2,572",145,Ukraine
Money long,kizaru,2021-03-17,"2,559",146,Ukraine
Calling My Phone,"Lil Tjay, 6LACK",2021-03-17,"2,557",147,Ukraine
"Любите, девушки (LAB c Антоном Беляевым)","Gruppa Skryptonite, Therr Maitz",2021-03-17,"2,556",148,Ukraine
Angry toy$ - Prod. Ray Qwa,Boulevard Depo,2021-03-17,"2,548",149,Ukraine
SICKO MODE,Travis Scott,2021-03-17,"2,548",150,Ukraine
I Got Love,"MiyaGi & Endspiel, Rem Digga",2021-03-17,"2,544",151,Ukraine
X.O,"The Limba, Andro",2021-03-17,"2,533",152,Ukraine
Smells Like Teen Spirit,Nirvana,2021-03-17,"2,530",153,Ukraine
В новых адиках,FACE,2021-03-17,"2,525",154,Ukraine
Между Нами,LIZER,2021-03-17,"2,512",155,Ukraine
Не по пути,PHARAOH,2021-03-17,"2,510",156,Ukraine
АУФ,"SQWOZ BAB, The First Station",2021-03-17,"2,495",157,Ukraine
Blood // Water,grandson,2021-03-17,"2,486",158,Ukraine
The Box,Roddy Ricch,2021-03-17,"2,479",159,Ukraine
Кобра,"The Hardkiss, MONATIK",2021-03-17,"2,475",160,Ukraine
Head & Heart (feat. MNEK),Joel Corry,2021-03-17,"2,467",161,Ukraine
Без ключа,PHARAOH,2021-03-17,"2,462",162,Ukraine
засыпай,ssshhhiiittt!,2021-03-17,"2,458",163,Ukraine
Бандана,Платина,2021-03-17,"2,455",164,Ukraine
"СЛЁЗЫ - OST ""Пацанки""",Anet Sai,2021-03-17,"2,453",165,Ukraine
втюрилась,дора,2021-03-17,"2,440",166,Ukraine
Номера,LSP,2021-03-17,"2,437",167,Ukraine
Bad Blood (feat. Tory Lanez),kizaru,2021-03-17,"2,436",168,Ukraine
Paparazzi,Kim Dracula,2021-03-17,"2,433",169,Ukraine
Обійми,The Hardkiss,2021-03-17,"2,425",170,Ukraine
WITHOUT YOU,The Kid LAROI,2021-03-17,"2,419",171,Ukraine
Искал-Нашёл,Jah Khalib,2021-03-17,"2,418",172,Ukraine
My Head & My Heart,Ava Max,2021-03-17,"2,409",173,Ukraine
Big (feat. Gunna),"Rita Ora, David Guetta, Imanbek",2021-03-17,"2,408",174,Ukraine
positions,Ariana Grande,2021-03-17,"2,389",175,Ukraine
Nightmare,plenka,2021-03-17,"2,388",176,Ukraine
ЛАБИРИНТ,FACE,2021-03-17,"2,387",177,Ukraine
На грязном (Диана),Платина,2021-03-17,"2,385",178,Ukraine
Breaking Me,"Topic, A7S",2021-03-17,"2,362",179,Ukraine
Daddy Issues,The Neighbourhood,2021-03-17,"2,357",180,Ukraine
Rolls Royce,"Geegun, Timati, Egor Kreed",2021-03-17,"2,357",181,Ukraine
2 типа людей,Max Korzh,2021-03-17,"2,348",182,Ukraine
Без даты,УННВ,2021-03-17,"2,345",183,Ukraine
SAD!,XXXTENTACION,2021-03-17,"2,336",184,Ukraine
молчи,кис-кис,2021-03-17,"2,334",185,Ukraine
All the Time,Miyagi & Andy Panda,2021-03-17,"2,334",186,Ukraine
Money Rain,VTORNIK,2021-03-17,"2,322",187,Ukraine
Ловв и Майот,"LOVV66, MAYOT",2021-03-17,"2,314",188,Ukraine
ALL GIRLS ARE THE SAME,RØNIN,2021-03-17,"2,308",189,Ukraine
Не Ангел,LIZER,2021-03-17,"2,306",190,Ukraine
goosebumps,Travis Scott,2021-03-17,"2,298",191,Ukraine
ДЕВОЧКА С КАРЕ,MUKKA,2021-03-17,"2,294",192,Ukraine
Don't Start Now,Dua Lipa,2021-03-17,"2,292",193,Ukraine
moLOko,LOBODA,2021-03-17,"2,281",194,Ukraine
Вали,Канги,2021-03-17,"2,278",195,Ukraine
Юность,Dabro,2021-03-17,"2,255",196,Ukraine
Milly Rock,Rakhim,2021-03-17,"2,255",197,Ukraine
Виктория Сикрет [prod. by woodondabeat],"163ONMYNECK, OG Buda, THRILL PILL",2021-03-17,"2,246",198,Ukraine
Там ревели горы,Miyagi & Andy Panda,2021-03-17,"2,230",199,Ukraine
WATAFUK?!,"MORGENSHTERN, Lil Pump",2021-03-17,"2,229",200,Ukraine
Astronaut In The Ocean,Masked Wolf,2021-03-18,"14,356",1,Ukraine
Голодный пёс [prod. by Pretty Scream],"SEEMEE, SODA LUV",2021-03-18,"12,421",2,Ukraine
ТЫ ГОРИШЬ КАК ОГОНЬ,SLAVA MARLOW,2021-03-18,"11,507",3,Ukraine
Розовое Вино 2,"Yung Trappa, MORGENSHTERN",2021-03-18,"8,774",4,Ukraine
The Business,Tiësto,2021-03-18,"8,459",5,Ukraine
