Song,Artist,Date,Streams,Rank,Country
Mask Off,Future,2017-07-03,"1,033",21,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-10,"2,030",1,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-10,"1,993",2,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-10,"1,830",3,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-10,"1,758",4,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-10,"1,486",5,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-10,"1,454",6,Luxembourg
Shape of You,Ed Sheeran,2017-07-10,"1,436",7,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-10,"1,364",8,Luxembourg
Thunder,Imagine Dragons,2017-07-10,"1,358",9,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-10,"1,344",10,Luxembourg
Attention,Charlie Puth,2017-07-10,"1,330",11,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-10,"1,264",12,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-10,"1,211",13,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-10,"1,187",14,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-10,"1,144",15,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-10,"1,107",16,Luxembourg
Slide (feat. Frank Ocean & Migos),"Calvin Harris, Funk Wav",2017-07-10,"1,086",17,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-10,"1,070",18,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-07-10,"1,024",19,Luxembourg
Believer,Imagine Dragons,2017-07-10,"1,010",20,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-09,"2,002",1,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-09,"1,926",2,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-09,"1,710",3,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-09,"1,610",4,Luxembourg
Shape of You,Ed Sheeran,2017-07-09,"1,519",5,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-09,"1,504",6,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-09,"1,430",7,Luxembourg
Thunder,Imagine Dragons,2017-07-09,"1,338",8,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-09,"1,325",9,Luxembourg
Attention,Charlie Puth,2017-07-09,"1,278",10,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-09,"1,266",11,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-09,"1,261",12,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-09,"1,192",13,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-09,"1,172",14,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-09,"1,146",15,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-09,"1,131",16,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-09,"1,099",17,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-07-09,"1,074",18,Luxembourg
Slide (feat. Frank Ocean & Migos),"Calvin Harris, Funk Wav",2017-07-09,"1,062",19,Luxembourg
Signs,Drake,2017-07-09,"1,048",20,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-07-09,"1,030",21,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-11,"2,236",1,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-11,"2,097",2,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-11,"1,958",3,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-11,"1,883",4,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-11,"1,604",5,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-11,"1,567",6,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-11,"1,567",7,Luxembourg
Thunder,Imagine Dragons,2017-07-11,"1,537",8,Luxembourg
Shape of You,Ed Sheeran,2017-07-11,"1,477",9,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-11,"1,405",10,Luxembourg
Attention,Charlie Puth,2017-07-11,"1,349",11,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-11,"1,339",12,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-11,"1,311",13,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-11,"1,293",14,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-11,"1,257",15,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-11,"1,240",16,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-11,"1,216",17,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-07-11,"1,105",18,Luxembourg
Your Song,Rita Ora,2017-07-11,"1,097",19,Luxembourg
Signs,Drake,2017-07-11,"1,078",20,Luxembourg
Slide (feat. Frank Ocean & Migos),"Calvin Harris, Funk Wav",2017-07-11,"1,078",21,Luxembourg
Believer,Imagine Dragons,2017-07-11,"1,065",22,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-07-11,"1,062",23,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-07-11,"1,051",24,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-07-11,"1,028",25,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-01,"2,351",1,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-01,"2,218",2,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-01,"1,959",3,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-01,"1,837",4,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-01,"1,760",5,Luxembourg
Thunder,Imagine Dragons,2017-07-01,"1,645",6,Luxembourg
Shape of You,Ed Sheeran,2017-07-01,"1,589",7,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-01,"1,580",8,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-01,"1,517",9,Luxembourg
Signs,Drake,2017-07-01,"1,481",10,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-01,"1,395",11,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-01,"1,344",12,Luxembourg
Attention,Charlie Puth,2017-07-01,"1,314",13,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-01,"1,305",14,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-07-01,"1,267",15,Luxembourg
Slide (feat. Frank Ocean & Migos),"Calvin Harris, Funk Wav",2017-07-01,"1,237",16,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-01,"1,231",17,Luxembourg
Believer,Imagine Dragons,2017-07-01,"1,191",18,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-01,"1,190",19,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-07-01,"1,159",20,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-07-01,"1,158",21,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-01,"1,117",22,Luxembourg
Mask Off,Future,2017-07-01,"1,108",23,Luxembourg
OK,"Robin Schulz, James Blunt",2017-07-01,"1,080",24,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-07-01,"1,079",25,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-07-01,"1,047",26,Luxembourg
Stay (with Alessia Cara),Zedd,2017-07-01,"1,007",27,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-13,"2,370",1,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-13,"2,360",2,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-13,"2,154",3,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-13,"2,029",4,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-13,"1,878",5,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-13,"1,689",6,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-13,"1,677",7,Luxembourg
Shape of You,Ed Sheeran,2017-07-13,"1,617",8,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-13,"1,572",9,Luxembourg
Thunder,Imagine Dragons,2017-07-13,"1,566",10,Luxembourg
Attention,Charlie Puth,2017-07-13,"1,503",11,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-13,"1,416",12,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-13,"1,405",13,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-13,"1,371",14,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-13,"1,334",15,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-13,"1,235",16,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-13,"1,215",17,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-07-13,"1,200",18,Luxembourg
Signs,Drake,2017-07-13,"1,195",19,Luxembourg
Slide (feat. Frank Ocean & Migos),"Calvin Harris, Funk Wav",2017-07-13,"1,128",20,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-07-13,"1,126",21,Luxembourg
Believer,Imagine Dragons,2017-07-13,"1,107",22,Luxembourg
Your Song,Rita Ora,2017-07-13,"1,089",23,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-07-13,"1,070",24,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-07-13,"1,049",25,Luxembourg
Crying in the Club,Camila Cabello,2017-07-13,"1,026",26,Luxembourg
I Like Me Better,Lauv,2017-07-13,"1,018",27,Luxembourg
Fetish (feat. Gucci Mane),Selena Gomez,2017-07-13,"1,010",28,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-14,"2,393",1,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-14,"2,281",2,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-14,"2,217",3,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-14,"1,998",4,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-14,"1,880",5,Luxembourg
Fetish (feat. Gucci Mane),Selena Gomez,2017-07-14,"1,685",6,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-14,"1,665",7,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-14,"1,654",8,Luxembourg
Shape of You,Ed Sheeran,2017-07-14,"1,582",9,Luxembourg
Thunder,Imagine Dragons,2017-07-14,"1,580",10,Luxembourg
Attention,Charlie Puth,2017-07-14,"1,514",11,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-14,"1,459",12,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-14,"1,443",13,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-14,"1,413",14,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-14,"1,403",15,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-14,"1,321",16,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-14,"1,312",17,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-07-14,"1,199",18,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-14,"1,194",19,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-07-14,"1,161",20,Luxembourg
Slide (feat. Frank Ocean & Migos),"Calvin Harris, Funk Wav",2017-07-14,"1,124",21,Luxembourg
Believer,Imagine Dragons,2017-07-14,"1,118",22,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-07-14,"1,116",23,Luxembourg
Your Song,Rita Ora,2017-07-14,"1,087",24,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-07-14,"1,084",25,Luxembourg
Mask Off,Future,2017-07-14,"1,062",26,Luxembourg
Signs,Drake,2017-07-14,"1,053",27,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-07-14,"1,045",28,Luxembourg
Crying in the Club,Camila Cabello,2017-07-14,"1,009",29,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-16,"1,985",1,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-16,"1,945",2,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-16,"1,847",3,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-16,"1,767",4,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-16,"1,702",5,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-16,"1,441",6,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-16,"1,413",7,Luxembourg
Shape of You,Ed Sheeran,2017-07-16,"1,411",8,Luxembourg
Thunder,Imagine Dragons,2017-07-16,"1,355",9,Luxembourg
Fetish (feat. Gucci Mane),Selena Gomez,2017-07-16,"1,340",10,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-16,"1,305",11,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-16,"1,288",12,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-16,"1,264",13,Luxembourg
Attention,Charlie Puth,2017-07-16,"1,236",14,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-16,"1,129",15,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-16,"1,103",16,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-16,"1,028",17,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-16,"1,027",18,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-07-16,"1,004",19,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-18,"2,382",1,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-18,"2,322",2,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-18,"2,083",3,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-18,"1,990",4,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-18,"1,983",5,Luxembourg
Millionär,"187 Strassenbande, Bonez MC, Gzuz",2017-07-18,"1,671",6,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-18,"1,670",7,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-18,"1,591",8,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-18,"1,568",9,Luxembourg
Shape of You,Ed Sheeran,2017-07-18,"1,488",10,Luxembourg
Thunder,Imagine Dragons,2017-07-18,"1,487",11,Luxembourg
Attention,Charlie Puth,2017-07-18,"1,393",12,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-18,"1,381",13,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-18,"1,375",14,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-18,"1,372",15,Luxembourg
Fetish (feat. Gucci Mane),Selena Gomez,2017-07-18,"1,368",16,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-18,"1,294",17,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-18,"1,247",18,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-07-18,"1,179",19,Luxembourg
Your Song,Rita Ora,2017-07-18,"1,148",20,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-18,"1,126",21,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-07-18,"1,119",22,Luxembourg
Slide (feat. Frank Ocean & Migos),"Calvin Harris, Funk Wav",2017-07-18,"1,062",23,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-07-18,"1,053",24,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-07-18,"1,037",25,Luxembourg
High Life,"187 Strassenbande, Bonez MC, RAF Camora, Gzuz, Maxwell",2017-07-18,"1,035",26,Luxembourg
Crying in the Club,Camila Cabello,2017-07-18,"1,028",27,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-07-18,"1,022",28,Luxembourg
Believer,Imagine Dragons,2017-07-18,"1,018",29,Luxembourg
Signs,Drake,2017-07-18,"1,013",30,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-12,"2,248",1,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-12,"2,164",2,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-12,"1,886",3,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-12,"1,781",4,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-12,"1,584",5,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-12,"1,544",6,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-12,"1,519",7,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-12,"1,493",8,Luxembourg
Thunder,Imagine Dragons,2017-07-12,"1,423",9,Luxembourg
Attention,Charlie Puth,2017-07-12,"1,403",10,Luxembourg
Shape of You,Ed Sheeran,2017-07-12,"1,386",11,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-12,"1,297",12,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-12,"1,268",13,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-12,"1,249",14,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-12,"1,242",15,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-12,"1,194",16,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-12,"1,159",17,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-07-12,"1,133",18,Luxembourg
Signs,Drake,2017-07-12,"1,090",19,Luxembourg
Slide (feat. Frank Ocean & Migos),"Calvin Harris, Funk Wav",2017-07-12,"1,081",20,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-07-12,"1,053",21,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-07-12,"1,006",22,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-17,"2,304",1,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-17,"2,171",2,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-17,"1,972",3,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-17,"1,905",4,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-17,"1,874",5,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-17,"1,534",6,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-17,"1,516",7,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-17,"1,505",8,Luxembourg
Shape of You,Ed Sheeran,2017-07-17,"1,403",9,Luxembourg
Attention,Charlie Puth,2017-07-17,"1,393",10,Luxembourg
Thunder,Imagine Dragons,2017-07-17,"1,378",11,Luxembourg
Fetish (feat. Gucci Mane),Selena Gomez,2017-07-17,"1,341",12,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-17,"1,314",13,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-17,"1,313",14,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-17,"1,257",15,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-17,"1,254",16,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-17,"1,201",17,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-07-17,"1,075",18,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-17,"1,032",19,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-07-17,"1,026",20,Luxembourg
Believer,Imagine Dragons,2017-07-17,"1,006",21,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-19,"2,198",1,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-19,"2,029",2,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-19,"1,975",3,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-19,"1,923",4,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-19,"1,794",5,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-19,"1,568",6,Luxembourg
Shape of You,Ed Sheeran,2017-07-19,"1,485",7,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-19,"1,454",8,Luxembourg
Thunder,Imagine Dragons,2017-07-19,"1,417",9,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-19,"1,402",10,Luxembourg
Fetish (feat. Gucci Mane),Selena Gomez,2017-07-19,"1,359",11,Luxembourg
Attention,Charlie Puth,2017-07-19,"1,313",12,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-19,"1,294",13,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-19,"1,290",14,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-19,"1,284",15,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-19,"1,282",16,Luxembourg
Millionär,"187 Strassenbande, Bonez MC, Gzuz",2017-07-19,"1,277",17,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-19,"1,120",18,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-19,"1,074",19,Luxembourg
Your Song,Rita Ora,2017-07-19,"1,065",20,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-07-19,"1,042",21,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-07-19,"1,020",22,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-21,"2,373",1,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-21,"2,135",2,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-21,"2,092",3,Luxembourg
In the End,Linkin Park,2017-07-21,"2,080",4,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-21,"2,035",5,Luxembourg
,,2017-07-21,"1,832",6,Luxembourg
Numb,Linkin Park,2017-07-21,"1,673",7,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-21,"1,575",8,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-21,"1,571",9,Luxembourg
Shape of You,Ed Sheeran,2017-07-21,"1,556",10,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-21,"1,496",11,Luxembourg
Thunder,Imagine Dragons,2017-07-21,"1,487",12,Luxembourg
Heavy (feat. Kiiara),Linkin Park,2017-07-21,"1,480",13,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-21,"1,430",14,Luxembourg
Attention,Charlie Puth,2017-07-21,"1,329",15,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-21,"1,319",16,Luxembourg
,,2017-07-21,"1,289",17,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-21,"1,265",18,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-21,"1,244",19,Luxembourg
What I've Done,Linkin Park,2017-07-21,"1,204",20,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-21,"1,191",21,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-21,"1,186",22,Luxembourg
Your Song,Rita Ora,2017-07-21,"1,112",23,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-07-21,"1,096",24,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-07-21,"1,076",25,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-07-21,"1,046",26,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-07-21,"1,035",27,Luxembourg
Believer,Imagine Dragons,2017-07-21,"1,006",28,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-15,"2,271",1,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-15,"2,254",2,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-15,"2,082",3,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-15,"1,927",4,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-15,"1,775",5,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-15,"1,637",6,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-15,"1,577",7,Luxembourg
Shape of You,Ed Sheeran,2017-07-15,"1,567",8,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-15,"1,552",9,Luxembourg
Thunder,Imagine Dragons,2017-07-15,"1,536",10,Luxembourg
Fetish (feat. Gucci Mane),Selena Gomez,2017-07-15,"1,512",11,Luxembourg
Attention,Charlie Puth,2017-07-15,"1,393",12,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-15,"1,384",13,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-15,"1,331",14,Luxembourg
