Song,Artist,Date,Streams,Rank,Country
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-07,"1,433",4,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-07,"1,328",5,Luxembourg
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-07,"1,271",6,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-07,"1,263",7,Luxembourg
Say You Won't Let Go,James Arthur,2017-02-07,"1,141",8,Luxembourg
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-07,"1,028",9,Luxembourg
Shape of You,Ed Sheeran,2017-02-04,"3,891",1,Luxembourg
Paris,The Chainsmokers,2017-02-04,"1,881",2,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-04,"1,644",3,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-04,"1,374",4,Luxembourg
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-04,"1,355",5,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-04,"1,354",6,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-04,"1,333",7,Luxembourg
Starboy,"The Weeknd, Daft Punk",2017-02-04,"1,142",8,Luxembourg
Say You Won't Let Go,James Arthur,2017-02-04,"1,102",9,Luxembourg
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-04,"1,056",10,Luxembourg
Chantaje (feat. Maluma),Shakira,2017-02-04,"1,001",11,Luxembourg
Shape of You,Ed Sheeran,2017-02-05,"3,334",1,Luxembourg
Paris,The Chainsmokers,2017-02-05,"1,734",2,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-05,"1,585",3,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-05,"1,412",4,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-05,"1,341",5,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-05,"1,294",6,Luxembourg
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-05,"1,188",7,Luxembourg
Say You Won't Let Go,James Arthur,2017-02-05,"1,091",8,Luxembourg
Shape of You,Ed Sheeran,2017-02-06,"3,592",1,Luxembourg
Paris,The Chainsmokers,2017-02-06,"1,624",2,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-06,"1,577",3,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-06,"1,344",4,Luxembourg
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-06,"1,309",5,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-06,"1,271",6,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-06,"1,203",7,Luxembourg
Say You Won't Let Go,James Arthur,2017-02-06,"1,056",8,Luxembourg
Shape of You,Ed Sheeran,2017-02-09,"3,745",1,Luxembourg
Paris,The Chainsmokers,2017-02-09,"1,836",2,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-09,"1,647",3,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-09,"1,427",4,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-09,"1,404",5,Luxembourg
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-09,"1,311",6,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-09,"1,281",7,Luxembourg
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-09,"1,112",8,Luxembourg
Say You Won't Let Go,James Arthur,2017-02-09,"1,101",9,Luxembourg
Starboy,"The Weeknd, Daft Punk",2017-02-09,"1,095",10,Luxembourg
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-09,"1,031",11,Luxembourg
Solo Dance,Martin Jensen,2017-02-09,"1,031",12,Luxembourg
Shape of You,Ed Sheeran,2017-02-11,"3,862",1,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-11,"1,973",2,Luxembourg
Paris,The Chainsmokers,2017-02-11,"1,813",3,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-11,"1,395",4,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-11,"1,388",5,Luxembourg
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-11,"1,327",6,Luxembourg
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-11,"1,248",7,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-11,"1,232",8,Luxembourg
Say You Won't Let Go,James Arthur,2017-02-11,"1,133",9,Luxembourg
Starboy,"The Weeknd, Daft Punk",2017-02-11,"1,106",10,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-11,"1,097",11,Luxembourg
Solo Dance,Martin Jensen,2017-02-11,"1,092",12,Luxembourg
Issues,Julia Michaels,2017-02-11,"1,079",13,Luxembourg
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-11,"1,057",14,Luxembourg
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-11,"1,016",15,Luxembourg
Shape of You,Ed Sheeran,2017-02-10,"4,021",1,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-10,"1,860",2,Luxembourg
Paris,The Chainsmokers,2017-02-10,"1,755",3,Luxembourg
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-10,"1,387",4,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-10,"1,368",5,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-10,"1,305",6,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-10,"1,240",7,Luxembourg
Say You Won't Let Go,James Arthur,2017-02-10,"1,157",8,Luxembourg
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-10,"1,133",9,Luxembourg
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-10,"1,014",10,Luxembourg
Solo Dance,Martin Jensen,2017-02-10,"1,009",11,Luxembourg
Shape of You,Ed Sheeran,2017-02-08,"3,607",1,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-08,"1,752",2,Luxembourg
Paris,The Chainsmokers,2017-02-08,"1,707",3,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-08,"1,399",4,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-08,"1,359",5,Luxembourg
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-08,"1,290",6,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-08,"1,223",7,Luxembourg
Say You Won't Let Go,James Arthur,2017-02-08,"1,069",8,Luxembourg
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-08,"1,066",9,Luxembourg
Starboy,"The Weeknd, Daft Punk",2017-02-08,"1,011",10,Luxembourg
Shape of You,Ed Sheeran,2017-02-14,"3,764",1,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-14,"2,115",2,Luxembourg
Paris,The Chainsmokers,2017-02-14,"1,780",3,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-14,"1,480",4,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-14,"1,366",5,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-14,"1,228",6,Luxembourg
Issues,Julia Michaels,2017-02-14,"1,214",7,Luxembourg
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-14,"1,182",8,Luxembourg
Say You Won't Let Go,James Arthur,2017-02-14,"1,172",9,Luxembourg
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-14,"1,134",10,Luxembourg
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-14,"1,086",11,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-14,"1,060",12,Luxembourg
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-14,"1,046",13,Luxembourg
Shape of You,Ed Sheeran,2017-02-15,"3,484",1,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-15,"1,898",2,Luxembourg
Paris,The Chainsmokers,2017-02-15,"1,693",3,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-15,"1,449",4,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-15,"1,328",5,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-15,"1,179",6,Luxembourg
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-15,"1,167",7,Luxembourg
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-15,"1,108",8,Luxembourg
Say You Won't Let Go,James Arthur,2017-02-15,"1,078",9,Luxembourg
Issues,Julia Michaels,2017-02-15,"1,070",10,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-15,"1,057",11,Luxembourg
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-15,"1,017",12,Luxembourg
Shape of You,Ed Sheeran,2017-02-16,"3,452",1,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-16,"1,876",2,Luxembourg
Paris,The Chainsmokers,2017-02-16,"1,594",3,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-16,"1,534",4,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-16,"1,287",5,Luxembourg
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-16,"1,186",6,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-16,"1,165",7,Luxembourg
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-16,"1,126",8,Luxembourg
Issues,Julia Michaels,2017-02-16,"1,112",9,Luxembourg
Say You Won't Let Go,James Arthur,2017-02-16,"1,112",10,Luxembourg
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-16,"1,065",11,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-16,"1,029",12,Luxembourg
Shape of You,Ed Sheeran,2017-02-12,"3,489",1,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-12,"1,881",2,Luxembourg
Paris,The Chainsmokers,2017-02-12,"1,714",3,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-12,"1,422",4,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-12,"1,400",5,Luxembourg
Say You Won't Let Go,James Arthur,2017-02-12,"1,287",6,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-12,"1,238",7,Luxembourg
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-12,"1,180",8,Luxembourg
Issues,Julia Michaels,2017-02-12,"1,150",9,Luxembourg
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-12,"1,101",10,Luxembourg
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-12,"1,053",11,Luxembourg
Shape of You,Ed Sheeran,2017-02-13,"3,411",1,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-13,"1,836",2,Luxembourg
Paris,The Chainsmokers,2017-02-13,"1,503",3,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-13,"1,317",4,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-13,"1,241",5,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-13,"1,131",6,Luxembourg
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-13,"1,023",7,Luxembourg
Say You Won't Let Go,James Arthur,2017-02-13,"1,015",8,Luxembourg
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-13,"1,004",9,Luxembourg
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-13,"1,002",10,Luxembourg
Shape of You,Ed Sheeran,2017-02-17,"3,711",1,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-17,"2,122",2,Luxembourg
Paris,The Chainsmokers,2017-02-17,"1,824",3,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-17,"1,582",4,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-17,"1,541",5,Luxembourg
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-17,"1,356",6,Luxembourg
Issues,Julia Michaels,2017-02-17,"1,254",7,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-17,"1,227",8,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-02-17,"1,184",9,Luxembourg
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-17,"1,166",10,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-17,"1,156",11,Luxembourg
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-17,"1,155",12,Luxembourg
Say You Won't Let Go,James Arthur,2017-02-17,"1,113",13,Luxembourg
Solo Dance,Martin Jensen,2017-02-17,"1,095",14,Luxembourg
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-17,"1,078",15,Luxembourg
Starboy,"The Weeknd, Daft Punk",2017-02-17,"1,028",16,Luxembourg
Shape of You,Ed Sheeran,2017-02-18,"3,862",1,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-18,"2,180",2,Luxembourg
Paris,The Chainsmokers,2017-02-18,"1,873",3,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-18,"1,619",4,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-18,"1,552",5,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-02-18,"1,424",6,Luxembourg
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-18,"1,323",7,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-18,"1,272",8,Luxembourg
Issues,Julia Michaels,2017-02-18,"1,270",9,Luxembourg
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-18,"1,261",10,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-18,"1,244",11,Luxembourg
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-18,"1,236",12,Luxembourg
Say You Won't Let Go,James Arthur,2017-02-18,"1,119",13,Luxembourg
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-18,"1,112",14,Luxembourg
Solo Dance,Martin Jensen,2017-02-18,"1,091",15,Luxembourg
Starboy,"The Weeknd, Daft Punk",2017-02-18,"1,072",16,Luxembourg
Shape of You,Ed Sheeran,2017-02-19,"3,214",1,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-19,"1,831",2,Luxembourg
Paris,The Chainsmokers,2017-02-19,"1,542",3,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-19,"1,531",4,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-02-19,"1,521",5,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-19,"1,334",6,Luxembourg
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-19,"1,208",7,Luxembourg
Issues,Julia Michaels,2017-02-19,"1,188",8,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-19,"1,117",9,Luxembourg
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-19,"1,047",10,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-19,"1,030",11,Luxembourg
Shape of You,Ed Sheeran,2017-02-22,"3,224",1,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-22,"1,804",2,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-02-22,"1,582",3,Luxembourg
Paris,The Chainsmokers,2017-02-22,"1,567",4,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-22,"1,395",5,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-22,"1,335",6,Luxembourg
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-22,"1,143",7,Luxembourg
Issues,Julia Michaels,2017-02-22,"1,136",8,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-22,"1,119",9,Luxembourg
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-22,"1,112",10,Luxembourg
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-22,"1,025",11,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-22,"1,018",12,Luxembourg
Say You Won't Let Go,James Arthur,2017-02-22,"1,010",13,Luxembourg
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-22,"1,005",14,Luxembourg
Shape of You,Ed Sheeran,2017-02-23,"3,435",1,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-23,"1,953",2,Luxembourg
Paris,The Chainsmokers,2017-02-23,"1,861",3,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-02-23,"1,849",4,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-23,"1,511",5,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-23,"1,490",6,Luxembourg
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-23,"1,358",7,Luxembourg
Issues,Julia Michaels,2017-02-23,"1,340",8,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-02-23,"1,262",9,Luxembourg
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-23,"1,208",10,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-23,"1,193",11,Luxembourg
Say You Won't Let Go,James Arthur,2017-02-23,"1,124",12,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-23,"1,112",13,Luxembourg
Solo Dance,Martin Jensen,2017-02-23,"1,107",14,Luxembourg
Cold,"Maroon 5, Future",2017-02-23,"1,073",15,Luxembourg
Believer,Imagine Dragons,2017-02-23,"1,044",16,Luxembourg
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-23,"1,014",17,Luxembourg
Shape of You,Ed Sheeran,2017-02-21,"3,321",1,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-21,"1,926",2,Luxembourg
Paris,The Chainsmokers,2017-02-21,"1,629",3,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-02-21,"1,604",4,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-21,"1,432",5,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-21,"1,321",6,Luxembourg
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-21,"1,209",7,Luxembourg
Issues,Julia Michaels,2017-02-21,"1,159",8,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-21,"1,089",9,Luxembourg
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-21,"1,087",10,Luxembourg
Solo Dance,Martin Jensen,2017-02-21,"1,054",11,Luxembourg
Say You Won't Let Go,James Arthur,2017-02-21,"1,005",12,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-21,"1,001",13,Luxembourg
Shape of You,Ed Sheeran,2017-02-24,"3,533",1,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-24,"2,085",2,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-02-24,"1,879",3,Luxembourg
Paris,The Chainsmokers,2017-02-24,"1,701",4,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-02-24,"1,632",5,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-24,"1,514",6,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-24,"1,497",7,Luxembourg
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-24,"1,408",8,Luxembourg
Issues,Julia Michaels,2017-02-24,"1,213",9,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-24,"1,187",10,Luxembourg
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-24,"1,177",11,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-24,"1,138",12,Luxembourg
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-24,"1,113",13,Luxembourg
Solo Dance,Martin Jensen,2017-02-24,"1,070",14,Luxembourg
Say You Won't Let Go,James Arthur,2017-02-24,"1,064",15,Luxembourg
Starboy,"The Weeknd, Daft Punk",2017-02-24,"1,063",16,Luxembourg
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-24,"1,050",17,Luxembourg
Believer,Imagine Dragons,2017-02-24,"1,012",18,Luxembourg
Shape of You,Ed Sheeran,2017-02-20,"3,254",1,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-02-20,"1,857",2,Luxembourg
Paris,The Chainsmokers,2017-02-20,"1,598",3,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-02-20,"1,575",4,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-02-20,"1,463",5,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-02-20,"1,300",6,Luxembourg
Issues,Julia Michaels,2017-02-20,"1,153",7,Luxembourg
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-02-20,"1,146",8,Luxembourg
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-02-20,"1,136",9,Luxembourg
Castle on the Hill,Ed Sheeran,2017-02-20,"1,117",10,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-02-20,"1,091",11,Luxembourg
Solo Dance,Martin Jensen,2017-02-20,"1,047",12,Luxembourg
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2017-02-20,"1,047",13,Luxembourg
I Feel It Coming,"The Weeknd, Daft Punk",2017-02-20,"1,019",14,Luxembourg
Say You Won't Let Go,James Arthur,2017-02-20,"1,003",15,Luxembourg
Shape of You,Ed Sheeran,2017-03-02,"3,655",1,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-03-02,"2,147",2,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-03-02,"2,116",3,Luxembourg
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN, Taylor Swift",2017-03-02,"1,903",4,Luxembourg
Paris,The Chainsmokers,2017-03-02,"1,831",5,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-03-02,"1,665",6,Luxembourg
Issues,Julia Michaels,2017-03-02,"1,560",7,Luxembourg
Chained To The Rhythm,"Katy Perry, Skip Marley",2017-03-02,"1,491",8,Luxembourg
Call On Me - Ryan Riback Extended Remix,Starley,2017-03-02,"1,476",9,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-03-02,"1,423",10,Luxembourg
Cold,"Maroon 5, Future",2017-03-02,"1,350",11,Luxembourg
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2017-03-02,"1,278",12,Luxembourg
Believer,Imagine Dragons,2017-03-02,"1,255",13,Luxembourg
Stay (with Alessia Cara),Zedd,2017-03-02,"1,236",14,Luxembourg
Castle on the Hill,Ed Sheeran,2017-03-02,"1,236",15,Luxembourg
Solo Dance,Martin Jensen,2017-03-02,"1,111",16,Luxembourg
I Feel It Coming,"The Weeknd, Daft Punk",2017-03-02,"1,103",17,Luxembourg
